DEVICE KERNEL DURATION [ns],NUM_TILES,INPUT_0_DATATYPE,INPUT_0_MEMORY,OUTPUT_0_MEMORY
103035,12500,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
1603,1,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
1604,1,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
1601,1,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
1604,1,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
1595,1,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
1602,1,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
1598,1,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
1603,1,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
1597,1,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
1617,1,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
1731,10,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
1748,10,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
1777,10,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
1756,10,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
1773,10,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
1769,10,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
1759,10,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
1739,10,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
1764,10,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
1786,10,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2356,100,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2460,100,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2357,100,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2380,100,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2408,100,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2353,100,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2406,100,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2383,100,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2368,100,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2359,100,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
9004,1000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
9167,1000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
9105,1000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
8983,1000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
9033,1000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
9076,1000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
9189,1000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
9429,1000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
9088,1000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
8960,1000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
14955,2000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
14765,2000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
15126,2000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
14832,2000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
14784,2000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
14739,2000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
14788,2000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
14791,2000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
15067,2000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
14898,2000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
32867,5000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
32446,5000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
31941,5000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
32766,5000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
31775,5000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
32103,5000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
32442,5000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
32235,5000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
32559,5000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
32029,5000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
49439,8000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
50333,8000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
50008,8000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
50036,8000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
49626,8000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
50100,8000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
50418,8000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
50642,8000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
49471,8000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
49678,8000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
62664,10000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
62076,10000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
62855,10000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
62739,10000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
61699,10000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
62801,10000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
63525,10000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
62755,10000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
62522,10000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
63143,10000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
76445,12500,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
76923,12500,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
76468,12500,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
76938,12500,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
77161,12500,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
78621,12500,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
76807,12500,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
76973,12500,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
78294,12500,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
76438,12500,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
1700,1,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1707,1,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1711,1,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1709,1,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1708,1,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1705,1,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1721,1,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1702,1,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1709,1,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1719,1,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2012,10,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1861,10,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1900,10,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1888,10,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1878,10,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1908,10,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1955,10,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1933,10,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1911,10,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1927,10,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2691,100,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2750,100,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2673,100,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2695,100,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2666,100,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2699,100,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2821,100,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2768,100,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2714,100,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2679,100,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
10224,1000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
10358,1000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
10458,1000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
10421,1000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
10316,1000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
10299,1000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
10396,1000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
10392,1000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
10211,1000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
10435,1000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
17476,2000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
17514,2000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
17582,2000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
17615,2000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
17445,2000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
17509,2000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
17338,2000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
17670,2000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
17605,2000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
17507,2000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
42810,5000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
42725,5000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
42887,5000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
43319,5000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
43525,5000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
43234,5000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
43130,5000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
43056,5000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
43016,5000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
44073,5000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
63927,8000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
63929,8000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
63763,8000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
64377,8000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
64068,8000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
64177,8000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
64194,8000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
63569,8000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
63972,8000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
63766,8000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
85579,10000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
85053,10000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
84927,10000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
84930,10000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
84895,10000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
85815,10000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
85817,10000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
85037,10000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
84339,10000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
85930,10000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
99567,12500,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
99042,12500,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
99645,12500,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
99797,12500,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
99878,12500,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
99179,12500,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
99351,12500,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
99308,12500,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
98945,12500,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
98794,12500,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
1727,1,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1739,1,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1739,1,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1722,1,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1741,1,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1805,1,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1735,1,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1739,1,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1736,1,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1724,1,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1858,10,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1886,10,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1855,10,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1864,10,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1852,10,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1887,10,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1904,10,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1985,10,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1874,10,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1966,10,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2738,100,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2761,100,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2739,100,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2805,100,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2736,100,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2838,100,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2757,100,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2831,100,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2850,100,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2693,100,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
11321,1000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
11238,1000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
10937,1000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
11076,1000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
11086,1000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
11262,1000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
11297,1000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
10903,1000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
11696,1000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
10991,1000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
19330,2000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
19009,2000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
18869,2000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
19215,2000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
19285,2000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
19113,2000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
18746,2000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
19088,2000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
19023,2000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
19027,2000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
46783,5000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
45891,5000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
46748,5000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
46591,5000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
47330,5000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
46491,5000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
46801,5000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
45975,5000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
45883,5000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
46924,5000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
71628,8000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
69652,8000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
70268,8000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
69981,8000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
69640,8000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
69554,8000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
70529,8000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
69496,8000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
70007,8000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
69580,8000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
93368,10000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
90971,10000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
91204,10000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
90485,10000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
92726,10000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
92254,10000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
92745,10000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
93040,10000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
93050,10000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
91836,10000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
107596,12500,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
108896,12500,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
109443,12500,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
108789,12500,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
108553,12500,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
109271,12500,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
107095,12500,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
108300,12500,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
108548,12500,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
108122,12500,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
1836,1,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
1845,1,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
1846,1,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
1879,1,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
1839,1,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
1846,1,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
1865,1,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
1847,1,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2003,1,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
1847,1,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2061,10,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2059,10,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2060,10,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2079,10,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2240,10,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2091,10,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2074,10,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2082,10,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2098,10,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2210,10,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
3017,100,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
3266,100,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2992,100,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
3045,100,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
3003,100,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
3086,100,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
3035,100,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
3042,100,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2888,100,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
3059,100,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
13358,1000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
13407,1000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
13844,1000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
13683,1000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
13274,1000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
13155,1000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
13653,1000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
13745,1000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
13335,1000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
13433,1000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
24203,2000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
24477,2000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
24188,2000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
24314,2000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
23923,2000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
24134,2000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
24262,2000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
24289,2000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
24019,2000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
24011,2000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
58868,5000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
58650,5000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
58944,5000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
58261,5000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
58721,5000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
57806,5000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
58533,5000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
58228,5000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
58315,5000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
58329,5000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
90189,8000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
88874,8000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
90424,8000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
89894,8000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
